codgeo;libgeo;dep;reg;long;lat;inhab_2019
30030;Baron;30;76;4.28333;44.0333;363
30031;La Bastide-d'Engras;30;76;4.48333;44.1;201
30032;Beaucaire;30;76;4.63333;43.8;16047
30033;Beauvoisin;30;76;4.31667;43.7167;4786
30034;Bellegarde;30;76;4.51667;43.75;7089
30035;Belvézet;30;76;4.36667;44.0833;263
30036;Bernis;30;76;4.28333;43.7667;3392
30037;Bessèges;30;76;4.1;44.2833;2877
30038;Bez-et-Esparon;30;76;3.51667;43.9667;352
30039;Bezouce;30;76;4.48333;43.8833;2333
30040;Blandas;30;76;3.5;43.9167;143
30041;Blauzac;30;76;4.36667;43.9667;1210
30042;Boisset-et-Gaujac;30;76;4;44.05;2612
30043;Boissières;30;76;4.23333;43.7667;559
30044;Bonnevaux;30;76;4.03112;44.3675;89
30045;Bordezac;30;76;4.03333;44.3167;397
30046;Boucoiran-et-Nozières;30;76;4.18333;43.9833;935
30047;Bouillargues;30;76;4.43333;43.8;6471
30048;Bouquet;30;76;4.28333;44.1667;176
30049;Bourdic;30;76;4.33333;43.9833;400
30050;Bragassargues;30;76;4.05;43.9167;182
30051;Branoux-les-Taillades;30;76;3.98333;44.2167;1384
30052;Bréau-et-Salagosse;30;76;3.58333;43.9833;444
30053;Brignon;30;76;4.21667;43.9833;791
30054;Brouzet-lès-Quissac;30;76;3.98973;43.862;292
30055;Brouzet-lès-Alès;30;76;4.25;44.1333;645
30056;La Bruguière;30;76;4.41667;44.1167;337
30057;Cabrières;30;76;4.46667;43.9;1640
30058;La Cadière-et-Cambo;30;76;3.80806;43.9575;220
30059;Le Cailar;30;76;4.23333;43.6667;2464
30060;Caissargues;30;76;4.38333;43.8;4043
30061;La Calmette;30;76;4.26667;43.9167;2163
30062;Calvisson;30;76;4.18333;43.7833;5698
30064;Campestre-et-Luc;30;76;3.41667;43.95;104
30065;Canaules-et-Argentières;30;76;4.05;43.9833;431
30066;Cannes-et-Clairan;30;76;4.08333;43.9167;553
30067;La Capelle-et-Masmolène;30;76;4.55;44.05;461
30068;Cardet;30;76;4.08333;44.0167;888
30069;Carnas;30;76;3.98333;43.8167;473
30070;Carsan;30;76;4.58333;44.2333;668
30071;Cassagnoles;30;76;4.13056;44.0225;404
30072;Castelnau-Valence;30;76;4.25195;44.0089;455
30073;Castillon-du-Gard;30;76;4.55;43.9667;1802
30074;Causse-Bégon;30;76;3.35833;44.0583;19
30075;Caveirac;30;76;4.26667;43.8167;4227
30076;Cavillargues;30;76;4.51667;44.1167;856
30077;Cendras;30;76;4.06667;44.15;1910
30079;Chambon;30;76;4;44.3;271
30080;Chamborigaud;30;76;3.98333;44.3;846
30081;Chusclan;30;76;4.68333;44.15;1009
30082;Clarensac;30;76;4.21667;43.8167;4384
30083;Codognan;30;76;4.23333;43.7333;2474
30084;Codolet;30;76;4.7;44.1167;698
30085;Collias;30;76;4.48333;43.95;1121
30086;Collorgues;30;76;4.3;44;603
30087;Colognac;30;76;3.81667;44.0333;215
30088;Combas;30;76;4.11667;43.85;642
30089;Comps;30;76;4.6;43.85;1782
30090;Concoules;30;76;3.95;44.3833;262
30091;Congénies;30;76;4.16667;43.7667;1682
30092;Connaux;30;76;4.6;44.0833;1698
30093;Conqueyrac;30;76;3.9;43.95;105
30094;Corbès;30;76;3.95;44.0833;161
30095;Corconne;30;76;3.93333;43.8667;561
30096;Cornillon;30;76;4.48333;44.2167;943
30097;Courry;30;76;4.15;44.3;283
30098;Crespian;30;76;4.1;43.8833;408
30099;Cros;30;76;3.83333;43.9833;261
30100;Cruviers-Lascours;30;76;4.21667;44;719
30101;Deaux;30;76;4.15;44.0833;674
30102;Dions;30;76;4.31667;43.9333;613
30103;Domazan;30;76;4.65;43.9333;939
30104;Domessargues;30;76;4.18333;43.9667;767
30105;Dourbies;30;76;3.4463;44.0667;155
30106;Durfort-et-Saint-Martin-de-Sossenac;30;76;3.95528;43.9906;704
30107;Estézargues;30;76;4.63333;43.95;567
30108;L'Estréchure;30;76;3.78333;44.1;167
30109;Euzet;30;76;4.23333;44.0667;435
30110;Flaux;30;76;4.5;44.0167;383
30111;Foissac;30;76;4.31667;44.0333;409
30112;Fons;30;76;4.19445;43.9078;1467
30113;Fons-sur-Lussan;30;76;4.33333;44.1833;245
30114;Fontanès;30;76;4.0875;43.8298;699
30115;Fontarèches;30;76;4.45;44.1167;266
30116;Fournès;30;76;4.6;43.9333;1091
30117;Fourques;30;76;4.61056;43.6931;2941
30119;Fressac;30;76;3.9;43.9833;182
30120;Gagnières;30;76;4.15;44.3;1171
30121;Gailhan;30;76;4.03333;43.8333;253
30122;Gajan;30;76;4.21667;43.9;690
30123;Gallargues-le-Montueux;30;76;4.17278;43.7212;3766
30124;Le Garn;30;76;4.48333;44.3;225
30125;Garons;30;76;4.41667;43.7667;4892
30126;Garrigues-Sainte-Eulalie;30;76;4.315;43.9934;757
30127;Gaujac;30;76;4.58333;44.0833;1123
30128;Générac;30;76;4.35;43.7333;4133
30129;Générargues;30;76;3.96667;44.0833;726
30130;Génolhac;30;76;3.95;44.35;864
30131;Goudargues;30;76;4.46667;44.2167;1122
30132;La Grand-Combe;30;76;4.03333;44.2167;5188
30133;Le Grau-du-Roi;30;76;4.14167;43.5333;8552
30134;Issirac;30;76;4.48333;44.2833;302
30135;Jonquières-Saint-Vincent;30;76;4.56334;43.8281;3790
30136;Junas;30;76;4.11667;43.7667;1105
30137;Lamelouze;30;76;3.95;44.2;142
30138;Langlade;30;76;4.25;43.8;2231
30139;Lanuéjols;30;76;3.38389;44.1309;382
30140;Lasalle;30;76;3.85;44.05;1158
30141;Laudun-l'Ardoise;30;76;4.66667;44.1;6325
30142;Laval-Pradel;30;76;4.06667;44.2;1201
30143;Laval-Saint-Roman;30;76;4.505;44.2987;225
30144;Lecques;30;76;4.06667;43.8333;477
30145;Lédenon;30;76;4.51667;43.9167;1557
30146;Lédignan;30;76;4.1;43.9833;1463
30147;Lézan;30;76;4.05;44.0167;1574
30148;Liouc;30;76;3.98333;43.9;263
30149;Lirac;30;76;4.68333;44.0333;914
30150;Logrian-Florian;30;76;4.02889;43.9559;278
30151;Lussan;30;76;4.36667;44.15;497
30152;Les Mages;30;76;4.15;44.2333;2123
30153;Malons-et-Elze;30;76;4.02343;44.4176;123
30154;Mandagout;30;76;3.61667;44.0167;410
30155;Manduel;30;76;4.46667;43.8167;6854
30156;Marguerittes;30;76;4.45;43.85;8754
30157;Mars;30;76;3.56667;44;189
30158;Martignargues;30;76;4.18333;44.0333;431
30159;Le Martinet;30;76;4.08333;44.25;784
30160;Maruéjols-lès-Gardon;30;76;4.13084;44.0056;237
30161;Massanes;30;76;4.11278;44.022;200
30162;Massillargues-Attuech;30;76;4.01667;44.0167;672
30163;Mauressargues;30;76;4.16667;43.9667;157
30164;Méjannes-le-Clap;30;76;4.33333;44.2333;721
30165;Méjannes-lès-Alès;30;76;4.15;44.1;1259
30166;Meynes;30;76;4.56667;43.8833;2582
30167;Meyrannes;30;76;4.16667;44.2667;853
30168;Mialet;30;76;3.95;44.1167;638
30169;Milhaud;30;76;4.3;43.7833;5807
30170;Molières-Cavaillac;30;76;3.56667;43.9667;975
30171;Molières-sur-Cèze;30;76;4.15;44.25;1383
30172;Monoblet;30;76;3.88333;44;730
30173;Mons;30;76;4.17417;44.1148;1687
30174;Montaren-et-Saint-Médiers;30;76;4.38333;44.0333;1476
30175;Montclus;30;76;4.43333;44.2667;213
30176;Montdardier;30;76;3.58333;43.9333;208
30177;Monteils;30;76;4.18333;44.1;665
30178;Montfaucon;30;76;4.75;44.0833;1509
30179;Montfrin;30;76;4.6;43.8833;3261
30180;Montignargues;30;76;4.21667;43.9333;615
30181;Montmirat;30;76;4.1;43.9167;430
30182;Montpezat;30;76;4.15;43.85;1176
30183;Moulézan;30;76;4.13333;43.9333;637
30184;Moussac;30;76;4.21667;43.9833;1472
30185;Mus;30;76;4.2;43.7333;1418
30186;Nages-et-Solorgues;30;76;4.23333;43.7833;1700
30187;Navacelles;30;76;4.25;44.1667;335
30188;Ners;30;76;4.16667;44.0167;728
30189;Nîmes;30;76;4.35;43.8333;154196
30190;Notre-Dame-de-la-Rouvière;30;76;3.7;44.05;413
30191;Orsan;30;76;4.66667;44.1333;1156
30192;Orthoux-Sérignac-Quilhan;30;76;4.05695;43.8923;416
30193;Parignargues;30;76;4.2;43.8667;639
30194;Peyremale;30;76;4.03333;44.3;288
30195;Peyrolles;30;76;3.83333;44.1167;38
30196;Le Pin;30;76;4.55;44.1;429
30197;Les Plans;30;76;4.21667;44.15;256
30198;Les Plantiers;30;76;3.73333;44.1167;261
30199;Pommiers;30;76;3.6;43.95;59
30200;Pompignan;30;76;3.85;43.9;958
30201;Ponteils-et-Brésis;30;76;3.96667;44.4;365
30202;Pont-Saint-Esprit;30;76;4.65;44.25;10611
30203;Portes;30;76;4.03333;44.2667;362
30204;Potelières;30;76;4.25;44.2333;382
30205;Pougnadoresse;30;76;4.51667;44.1;250
30206;Poulx;30;76;4.41667;43.9167;3946
30207;Pouzilhac;30;76;4.58333;44.05;715
30208;Puechredon;30;76;4.03333;43.95;36
30209;Pujaut;30;76;4.78333;44;4400
30210;Quissac;30;76;4;43.9167;3205
30211;Redessan;30;76;4.5;43.8333;4178
30212;Remoulins;30;76;4.56667;43.9333;2348
30213;Revens;30;76;3.3;44.0917;22
30214;Ribaute-les-Tavernes;30;76;4.08333;44.0333;2206
30215;Rivières;30;76;4.28333;44.25;353
30216;Robiac-Rochessadoule;30;76;4.08639;44.2789;864
30217;Rochefort-du-Gard;30;76;4.68333;43.9667;7673
30218;Rochegude;30;76;4.3;44.25;251
30219;Rogues;30;76;3.58333;43.8833;107
30220;Roquedur;30;76;3.66667;43.9667;260
30221;Roquemaure;30;76;4.78333;44.05;5539
30222;La Roque-sur-Cèze;30;76;4.51667;44.2;187
30223;Rousson;30;76;4.15;44.2;4137
30224;La Rouvière;30;76;4.25;43.9333;609
30225;Sabran;30;76;4.55;44.15;1726
30226;Saint-Alexandre;30;76;4.63333;44.2167;1244
30227;Saint-Ambroix;30;76;4.18333;44.25;3119
30228;Sainte-Anastasie;30;76;4.32167;43.9353;1705
30229;Saint-André-de-Majencoules;30;76;3.66667;44.0333;618
30230;Saint-André-de-Roquepertuis;30;76;4.45;44.2333;611
30231;Saint-André-de-Valborgne;30;76;3.68333;44.15;408
30232;Saint-André-d'Olérargues;30;76;4.48333;44.1667;443
30233;Saint-Bauzély;30;76;4.21667;43.9167;621
30234;Saint-Bénézet;30;76;4.15;43.9833;276
30235;Saint-Bonnet-du-Gard;30;76;4.55;43.9333;856
30236;Saint-Bonnet-de-Salendrinque;30;76;3.86861;44.0375;120
30237;Saint-Brès;30;76;4.1975;44.2773;669
30238;Saint-Bresson;30;76;3.65;43.95;56
30239;Sainte-Cécile-d'Andorge;30;76;3.96667;44.25;583
30240;Saint-Césaire-de-Gauzignan;30;76;4.21667;44.0167;383
30241;Saint-Chaptes;30;76;4.28333;43.9667;1886
30242;Saint-Christol-de-Rodières;30;76;4.5;44.2667;166
30243;Saint-Christol-lès-Alès;30;76;4.08333;44.0833;7278
30244;Saint-Clément;30;76;4.03333;43.8167;396
30245;Saint-Côme-et-Maruéjols;30;76;4.2;43.8167;783
30246;Sainte-Croix-de-Caderle;30;76;3.865;44.07;115
30247;Saint-Denis;30;76;4.25;44.25;301
30248;Saint-Dézéry;30;76;4.26667;44;444
30249;Saint-Dionisy;30;76;4.23333;43.8;1034
30250;Saint-Étienne-de-l'Olm;30;76;4.18445;44.0587;386
30251;Saint-Étienne-des-Sorts;30;76;4.7;44.1833;580
30252;Saint-Félix-de-Pallières;30;76;3.93333;44.0167;256
30253;Saint-Florent-sur-Auzonnet;30;76;4.11667;44.2333;1208
30254;Saint-Geniès-de-Comolas;30;76;4.73333;44.0667;1960
30255;Saint-Geniès-de-Malgoirès;30;76;4.21667;43.95;3022
30256;Saint-Gervais;30;76;4.56667;44.1833;723
30257;Saint-Gervasy;30;76;4.48333;43.8833;1914
30258;Saint-Gilles;30;76;4.43333;43.6833;13719
30259;Saint-Hilaire-de-Brethmas;30;76;4.13333;44.0833;4377
30260;Saint-Hilaire-d'Ozilhan;30;76;4.58333;43.9667;1080
30261;Saint-Hippolyte-de-Caton;30;76;4.21667;44.0833;218
30262;Saint-Hippolyte-de-Montaigu;30;76;4.48333;44.0333;263
30263;Saint-Hippolyte-du-Fort;30;76;3.85;43.9667;4049
30264;Saint-Jean-de-Ceyrargues;30;76;4.23333;44.05;161
30265;Saint-Jean-de-Crieulon;30;76;3.98333;43.95;250
30266;Saint-Jean-de-Maruéjols-et-Avéjan;30;76;4.3;44.25;964
30267;Saint-Jean-de-Serres;30;76;4.06667;44;533
30268;Saint-Jean-de-Valériscle;30;76;4.13333;44.2333;690
30269;Saint-Jean-du-Gard;30;76;3.88333;44.1;2691
30270;Saint-Jean-du-Pin;30;76;4.05056;44.1167;1550
30271;Saint-Julien-de-Cassagnas;30;76;4.2;44.2333;698
30272;Saint-Julien-de-la-Nef;30;76;3.68333;43.95;146
30273;Saint-Julien-de-Peyrolas;30;76;4.58333;44.2833;1410
30274;Saint-Julien-les-Rosiers;30;76;4.10917;44.1739;3392
30275;Saint-Just-et-Vacquières;30;76;4.21667;44.1167;304
30276;Saint-Laurent-d'Aigouze;30;76;4.2;43.6333;3511
30277;Saint-Laurent-de-Carnols;30;76;4.53333;44.2;494
30278;Saint-Laurent-des-Arbres;30;76;4.7;44.05;3033
30279;Saint-Laurent-la-Vernède;30;76;4.46667;44.1;695
30280;Saint-Laurent-le-Minier;30;76;3.65;43.9333;351
30281;Saint-Mamert-du-Gard;30;76;4.2;43.8833;1645
30282;Saint-Marcel-de-Careiret;30;76;4.48333;44.15;860
30283;Saint-Martial;30;76;3.73333;44.0333;180
30284;Saint-Martin-de-Valgalgues;30;76;4.08333;44.1667;4427
30285;Saint-Maurice-de-Cazevieille;30;76;4.23333;44.0333;719
30286;Saint-Maximin;30;76;4.45;44;741
30287;Saint-Michel-d'Euzet;30;76;4.53333;44.2;641
30288;Saint-Nazaire;30;76;4.62473;44.1978;1232
30289;Saint-Nazaire-des-Gardies;30;76;4.01667;43.9833;83
30290;Saint-Paulet-de-Caisson;30;76;4.6;44.2667;1841
30291;Saint-Paul-la-Coste;30;76;3.96667;44.1667;289
30292;Saint-Pons-la-Calm;30;76;4.55;44.1;444
30293;Saint-Privat-de-Champclos;30;76;4.38333;44.2833;346
30294;Saint-Privat-des-Vieux;30;76;4.13333;44.1333;5278
30295;Saint-Quentin-la-Poterie;30;76;4.43333;44.05;3110
30296;Saint-Roman-de-Codières;30;76;3.78333;44;173
30297;Saint-Sauveur-Camprieu;30;76;3.47723;44.1159;261
30298;Saint-Sébastien-d'Aigrefeuille;30;76;3.99445;44.107;532
30299;Saint-Siffret;30;76;4.46667;44.0167;1086
30300;Saint-Théodorit;30;76;4.08333;43.9333;529
30301;Saint-Victor-des-Oules;30;76;4.48333;44.05;312
30302;Saint-Victor-la-Coste;30;76;4.63333;44.0667;2095
30303;Saint-Victor-de-Malcap;30;76;4.21667;44.25;857
30304;Salazac;30;76;4.51667;44.2667;187
30305;Salindres;30;76;4.16667;44.1667;3453
30306;Salinelles;30;76;4.08333;43.8;593
30307;Les Salles-du-Gardon;30;76;4.03333;44.2;2631
30308;Sanilhac-Sagriès;30;76;4.42445;43.955;843
30309;Sardan;30;76;4.05;43.8667;286
30310;Saumane;30;76;3.75833;44.125;276
30311;Sauve;30;76;3.95;43.9333;1957
30312;Sauveterre;30;76;4.79306;44.0259;2076
30313;Sauzet;30;76;4.21667;43.9667;751
30314;Savignargues;30;76;4.08333;43.9667;244
30315;Saze;30;76;4.68333;43.9333;2062
30316;Sénéchas;30;76;4;44.3167;258
30317;Sernhac;30;76;4.55;43.9167;1747
30318;Servas;30;76;4.18333;44.15;211
30319;Serviers-et-Labaume;30;76;4.35;44.05;622
30320;Seynes;30;76;4.3;44.1167;164
30321;Sommières;30;76;4.08333;43.7833;4923
30322;Soudorgues;30;76;3.83333;44.0667;288
30323;Soustelle;30;76;4;44.1833;130
30324;Souvignargues;30;76;4.11667;43.8;876
30325;Sumène;30;76;3.71667;43.9833;1607
30326;Tavel;30;76;4.7;44.0167;1997
30327;Tharaux;30;76;4.31667;44.25;57
30328;Théziers;30;76;4.61667;43.9;1077
30329;Thoiras;30;76;3.93333;44.0667;457
30330;Tornac;30;76;3.98333;44.0167;910
30331;Tresques;30;76;4.58333;44.1167;1853
30332;Trèves;30;76;3.39167;44.075;138
30333;Uchaud;30;76;4.26667;43.75;4333
30334;Uzès;30;76;4.41667;44.0167;8859
30335;Vabres;30;76;3.88333;44.0167;115
30336;Vallabrègues;30;76;4.63333;43.85;1405
30337;Vallabrix;30;76;4.48333;44.0667;426
30338;Vallérargues;30;76;4.35;44.1333;140
30339;Valleraugue;30;76;3.63333;44.0833;1077
30340;Valliguières;30;76;4.58333;44;591
30341;Vauvert;30;76;4.28333;43.7;11585
30342;Vénéjan;30;76;4.66667;44.2;1268
30343;Verfeuil;30;76;4.45;44.1667;615
30344;Vergèze;30;76;4.21667;43.7333;5121
30345;La Vernarède;30;76;4.01667;44.2833;334
30346;Vers-Pont-du-Gard;30;76;4.52445;43.9687;1924
30347;Vestric-et-Candiac;30;76;4.25;43.7333;1440
30348;Vézénobres;30;76;4.15;44.05;1867
30349;Vic-le-Fesq;30;76;4.08333;43.8667;526
30350;Le Vigan;30;76;3.6;43.9833;3997
30351;Villeneuve-lès-Avignon;30;76;4.79584;43.9664;12314
30352;Villevieille;30;76;4.1;43.7833;1754
30353;Vissec;30;76;3.459;43.9;61
30354;Montagnac;30;76;4.16667;43.95;220
30355;Saint-Paul-les-Fonts;30;76;4.61667;44.0833;1055
30356;Rodilhan;30;76;4.43333;43.8333;3088
31001;Agassac;31;76;0.883333;43.3667;118
31002;Aignes;31;76;1.6;43.3167;255
31003;Aigrefeuille;31;76;1.6;43.5667;1294
31004;Ayguesvives;31;76;1.6;43.4333;2690
31005;Alan;31;76;0.95;43.2167;324
31006;Albiac;31;76;1.78056;43.552;215
31007;Ambax;31;76;0.933333;43.3667;67
31008;Anan;31;76;0.833333;43.35;248
31009;Antichan-de-Frontignes;31;76;0.666667;42.9667;133
31010;Antignac;31;76;0.6;42.8333;118
31011;Arbas;31;76;0.9;43;268
31012;Arbon;31;76;0.75;43;101
31013;Ardiège;31;76;0.65;43.0667;373
31014;Arguenos;31;76;0.716667;42.9667;72
31015;Argut-Dessous;31;76;0.716667;42.8833;26
31017;Arlos;31;76;0.7;42.9;100
31018;Arnaud-Guilhem;31;76;0.9;43.1333;235
31019;Artigue;31;76;0.616667;42.8333;32
31020;Aspet;31;76;0.8;43.0167;961
31021;Aspret-Sarrat;31;76;0.716667;43.0667;144
31022;Aucamville;31;76;1.43056;43.6687;8484
31023;Aulon;31;76;0.833333;43.1833;322
31024;Auragne;31;76;1.5;43.3833;434
31025;Aureville;31;76;1.45;43.4833;890
31026;Auriac-sur-Vendinelle;31;76;1.81667;43.5167;1052
31027;Auribail;31;76;1.38333;43.35;212
31028;Aurignac;31;76;0.883333;43.2167;1275
31029;Aurin;31;76;1.66667;43.5333;334
31030;Ausseing;31;76;1.01667;43.15;77
31031;Ausson;31;76;0.6;43.0833;593
31032;Aussonne;31;76;1.31667;43.6833;7064
31033;Auterive;31;76;1.48333;43.35;9723
31034;Auzas;31;76;0.883333;43.1667;249
31035;Auzeville-Tolosane;31;76;1.48333;43.5333;4412
31036;Auzielle;31;76;1.56667;43.55;1490
31037;Avignonet-Lauragais;31;76;1.78889;43.3659;1503
31038;Azas;31;76;1.66667;43.7167;667
31039;Bachas;31;76;0.933333;43.25;70
31040;Bachos;31;76;0.616667;42.8833;39
31041;Bagiry;31;76;0.633333;42.9833;106
31042;Bagnères-de-Luchon;31;76;0.6;42.7833;2469
31043;Balesta;31;76;0.566667;43.2;161
31044;Balma;31;76;1.5;43.6167;16704
31045;Barbazan;31;76;0.633333;43.0333;484
31046;Baren;31;76;0.616667;42.8667;12
31047;Bax;31;76;1.26667;43.2333;89
31048;Baziège;31;76;1.61667;43.45;3396
31049;Bazus;31;76;1.51667;43.7333;574
31050;Beauchalot;31;76;0.866667;43.1;637
31051;Beaufort;31;76;1.11667;43.4667;457
31052;Beaumont-sur-Lèze;31;76;1.36667;43.3833;1591
31053;Beaupuy;31;76;1;43.65;1365
31054;Beauteville;31;76;1.73333;43.35;178
31055;Beauville;31;76;1.76667;43.4667;167
31056;Beauzelle;31;76;1.36667;43.6667;6371
31057;Belberaud;31;76;1.58333;43.5;1570
31058;Belbèze-de-Lauragais;31;76;1.55;43.4333;122
31059;Belbèze-en-Comminges;31;76;1.01667;43.1333;117
31060;Bélesta-en-Lauragais;31;76;1.81667;43.4333;115
31061;Bellegarde-Sainte-Marie;31;76;1.11361;43.6717;206
31062;Bellesserre;31;76;1.11667;43.7833;115
31063;Benque;31;76;0.916667;43.2667;163
31064;Benque-Dessous-et-Dessus;31;76;0.554722;42.8153;25
31065;Bérat;31;76;1.18333;43.3833;3056
31066;Bessières;31;76;1.61667;43.8;4100
31067;Bezins-Garraux;31;76;0.7;42.9333;42
31068;Billière;31;76;0.533333;42.8167;20
31069;Blagnac;31;76;1.4;43.6333;24795
31070;Blajan;31;76;0.65;43.2667;533
31071;Bois-de-la-Pierre;31;76;1.15;43.35;428
31072;Boissède;31;76;0.816667;43.4;72
31073;Bondigoux;31;76;1.55;43.8333;546
31074;Bonrepos-Riquet;31;76;1.61667;43.6833;298
31075;Bonrepos-sur-Aussonnelle;31;76;1.15;43.55;1186
31076;Bordes-de-Rivière;31;76;0.633333;43.1;503
31077;Le Born;31;76;1.55;43.8833;527
31078;Boudrac;31;76;0.55;43.2;146
31079;Bouloc;31;76;1.41667;43.7833;4668
31080;Boulogne-sur-Gesse;31;76;0.644722;43.2895;1666
31081;Bourg-d'Oueil;31;76;0.5;42.8667;6
31082;Bourg-Saint-Bernard;31;76;1.73333;43.6;1033
31083;Boussan;31;76;0.9;43.2333;246
31084;Boussens;31;76;0.966667;43.1833;1116
31085;Boutx;31;76;0.716667;42.9167;245
31086;Bouzin;31;76;0.883333;43.1833;104
31087;Bragayrac;31;76;1.06667;43.4833;326
31088;Brax;31;76;1.25;43.6167;2885
31089;Bretx;31;76;1.21667;43.7;651
31090;Brignemont;31;76;0.983333;43.7833;397
31091;Bruguières;31;76;1.41667;43.7333;5736
31092;Burgalays;31;76;0.633333;42.8833;129
31093;Le Burgaud;31;76;1.1625;43.7948;963
31094;Buzet-sur-Tarn;31;76;1.65;43.7833;2753
31095;Cabanac-Cazaux;31;76;0.75;43.0333;129
31096;Cabanac-Séguenville;31;76;1.03333;43.8;165
31097;Le Cabanial;31;76;1.86667;43.5167;472
31098;Cadours;31;76;1.05;43.7333;1103
31099;Caignac;31;76;1.7;43.3167;324
31100;Calmont;31;76;1.63333;43.2833;2411
31101;Cambernard;31;76;1.2;43.4833;470
31102;Cambiac;31;76;1.78333;43.4833;214
31103;Canens;31;76;1.33333;43.2167;57
31104;Capens;31;76;1.25;43.3333;682
31105;Caragoudes;31;76;1.7;43.5;226
31106;Caraman;31;76;1.76667;43.5333;2535
31107;Carbonne;31;76;1.23333;43.3;5726
31108;Cardeilhac;31;76;0.683333;43.2;272
31109;Cassagnabère-Tournas;31;76;0.8;43.2333;460
31110;Cassagne;31;76;0.983333;43.1167;644
31111;Castagnac;31;76;1.35;43.2333;296
31112;Castagnède;31;76;0.966667;43.05;191
31113;Castanet-Tolosan;31;76;1.5;43.5167;13187
31114;Castelbiague;31;76;0.916667;43.0333;262
31115;Castelgaillard;31;76;0.9;43.35;62
31116;Castelginest;31;76;1.43333;43.7;10342
31117;Castelmaurou;31;76;1.53139;43.6767;4331
31118;Castelnau-d'Estrétefonds;31;76;1.36667;43.7833;6291
31119;Castelnau-Picampeau;31;76;1.01667;43.3;221
31120;Le Castéra;31;76;1.15;43.6833;769
31121;Castéra-Vignoles;31;76;0.783333;43.2833;65
31122;Casties-Labrande;31;76;1;43.3333;120
31123;Castillon-de-Larboust;31;76;0.533333;42.8;55
31124;Castillon-de-Saint-Martory;31;76;0.866667;43.1333;392
31125;Cathervielle;31;76;0.516667;42.8167;37
31126;Caubiac;31;76;1.08333;43.7167;386
31127;Caubous;31;76;0.522222;42.8509;5
31128;Caujac;31;76;1.46667;43.3;848
31129;Cazarilh-Laspènes;31;76;0.583333;42.8;30
31130;Cazaril-Tambourès;31;76;0.533333;43.1833;93
31131;Cazaunous;31;76;0.733333;42.9833;72
31132;Cazaux-Layrisse;31;76;0.6;42.8667;59
31133;Cazeaux-de-Larboust;31;76;0.533333;42.8;98
31134;Cazeneuve-Montaut;31;76;0.866667;43.1833;73
31135;Cazères;31;76;1.08333;43.2167;4939
31136;Cépet;31;76;1.43333;43.75;1773
31137;Cessales;31;76;1.73333;43.45;178
31138;Charlas;31;76;0.7;43.2333;244
31139;Chaum;31;76;0.65;42.9333;190
31140;Chein-Dessus;31;76;0.883333;43.0167;191
31141;Ciadoux;31;76;0.733333;43.2667;244
31142;Cier-de-Luchon;31;76;0.6;42.85;258
31143;Cier-de-Rivière;31;76;0.633333;43.0667;287
31144;Cierp-Gaud;31;76;0.638611;42.9156;751
31145;Cintegabelle;31;76;1.53333;43.3167;2960
31146;Cirès;31;76;0.516667;42.85;13
31147;Clarac;31;76;0.625833;43.0964;639
31148;Clermont-le-Fort;31;76;1.43333;43.45;542
31149;Colomiers;31;76;1.35;43.6167;39200
31150;Cornebarrieu;31;76;1.33333;43.65;6618
31151;Corronsac;31;76;1.5;43.4667;820
31152;Coueilles;31;76;0.883333;43.35;100
31153;Couladère;31;76;1.1;43.2;446
31155;Couret;31;76;0.816667;43.05;243
31156;Cox;31;76;1.05;43.7667;341
31157;Cugnaux;31;76;1.36667;43.5333;17988
31158;Cuguron;31;76;0.55;43.1;190
31159;Le Cuing;31;76;0.6;43.15;466
31160;Daux;31;76;1.25;43.7;2347
31161;Deyme;31;76;1.53333;43.4833;1142
31162;Donneville;31;76;1.55;43.4667;1094
31163;Drémil-Lafage;31;76;1.6;43.6;2734
31164;Drudas;31;76;1.11667;43.75;226
31165;Eaunes;31;76;1.35;43.4167;6197
31166;Empeaux;31;76;1.08333;43.5333;254
31167;Encausse-les-Thermes;31;76;0.75;43.05;710
31168;Eoux;31;76;0.9;43.2667;115
31169;Escalquens;31;76;1.56667;43.5167;6709
31170;Escanecrabe;31;76;0.75;43.2833;255
31171;Espanès;31;76;1.48333;43.45;326
31172;Esparron;31;76;0.816667;43.2667;60
31173;Esperce;31;76;1.4;43.3;257
31174;Estadens;31;76;0.85;43.0333;532
31175;Estancarbon;31;76;0.783333;43.1;608
31176;Esténos;31;76;0.633333;42.95;189
31177;Eup;31;76;0.683333;42.9333;132
31178;Fabas;31;76;0.894722;43.3142;206
31179;Le Faget;31;76;1.83333;43.5667;352
31180;Falga;31;76;1.86667;43.4833;122
31181;Le Fauga;31;76;1.28333;43.4;2070
31182;Fenouillet;31;76;1.4;43.6833;5128
31183;Figarol;31;76;0.9;43.0833;306
31184;Flourens;31;76;1.56667;43.6;1959
31185;Folcarde;31;76;1.8;43.4;126
31186;Fonbeauzard;31;76;1.45;43.6833;2993
31187;Fonsorbes;31;76;1.23333;43.5333;12000
31188;Fontenilles;31;76;1.2;43.55;5877
31189;Forgues;31;76;1.05;43.4333;212
31190;Fos;31;76;0.733333;42.8667;241
31191;Fougaron;31;76;0.933333;42.9833;95
31192;Fourquevaux;31;76;1.61667;43.5;775
31193;Le Fousseret;31;76;1.06667;43.2833;1935
31194;Francarville;31;76;1.75;43.6;180
31195;Francazal;31;76;1.03333;43.0167;28
