codgeo;libgeo;dep;reg;long;lat;inhab_2019
01001;L'Abergement-Clémenciat;01;84;4.91667;46.15;785
01002;L'Abergement-de-Varey;01;84;5.41667;46;244
01004;Ambérieu-en-Bugey;01;84;5.35;45.95;14518
01005;Ambérieux-en-Dombes;01;84;4.9;46;1705
01006;Ambléon;01;84;5.6;45.75;116
01007;Ambronay;01;84;5.35;46;2788
01008;Ambutrix;01;84;5.33333;45.9333;763
01009;Andert-et-Condon;01;84;5.65;45.8;344
01010;Anglefort;01;84;5.80833;45.9167;1142
01011;Apremont;01;84;5.65833;46.2083;394
01012;Aranc;01;84;5.5;46;330
01013;Arandas;01;84;5.48333;45.9;151
01014;Arbent;01;84;5.68333;46.3;3470
01015;Arboys en Bugey;01;84;5.65;45.7333;656
01016;Arbigny;01;84;4.96667;46.4667;466
01017;Argis;01;84;5.48333;45.9333;452
01019;Armix;01;84;5.58333;45.85;26
01021;Ars-sur-Formans;01;84;4.81667;45.9833;1418
01022;Artemare;01;84;5.7;45.8667;1248
01023;Asnières-sur-Saône;01;84;4.88333;46.3833;66
01024;Attignat;01;84;5.16667;46.2833;3336
01025;Bâgé-Dommartin;01;84;4.95;46.3167;4191
01026;Bâgé-le-Châtel;01;84;4.93333;46.3;971
01027;Balan;01;84;5.1;45.8333;2920
01028;Baneins;01;84;4.9;46.1167;606
01029;Beaupont;01;84;5.26667;46.4;694
01030;Beauregard;01;84;4.75139;46.002;908
01031;Bellignat;01;84;5.61667;46.25;3852
01032;Béligneux;01;84;5.11667;45.8667;3345
01033;Bellegarde-sur-Valserine;01;84;5.81667;46.1;11965
01034;Belley;01;84;5.68333;45.7667;9542
01035;Belleydoux;01;84;5.76667;46.25;326
01036;Belmont-Luthézieu;01;84;5.66167;45.8795;606
01037;Bénonces;01;84;5.48333;45.8333;298
01038;Bény;01;84;5.28333;46.3333;783
01039;Béon;01;84;5.75;45.8333;472
01040;Béréziat;01;84;5.05;46.3667;501
01041;Bettant;01;84;5.36667;45.9333;771
01042;Bey;01;84;4.85;46.2167;290
01043;Beynost;01;84;5;45.8333;4674
01044;Billiat;01;84;5.78333;46.0667;626
01045;Birieux;01;84;5.03333;45.95;289
01046;Biziat;01;84;4.93333;46.2167;866
01047;Blyes;01;84;5.25;45.85;1017
01049;La Boisse;01;84;5.03333;45.85;3074
01050;Boissey;01;84;5;46.3833;345
01051;Bolozon;01;84;5.48333;46.2;90
01052;Bouligneux;01;84;5;46.0167;325
01053;Bourg-en-Bresse;01;84;5.21667;46.2;43454
01054;Bourg-Saint-Christophe;01;84;5.16667;45.8833;1353
01056;Boyeux-Saint-Jérôme;01;84;5.46667;46.0333;360
01057;Boz;01;84;4.9;46.4;525
01058;Brégnier-Cordon;01;84;5.61667;45.65;868
01059;Brénaz;01;84;5.71667;45.95;106
01060;Brénod;01;84;5.6;46.0667;544
01061;Brens;01;84;5.69473;45.7187;1196
01062;Bressolles;01;84;5.1;45.8667;912
01063;Brion;01;84;5.55251;46.1728;523
01064;Briord;01;84;5.46667;45.7833;1004
01065;Buellas;01;84;5.13333;46.2;1814
01066;La Burbanche;01;84;5.56667;45.85;71
01067;Ceignes;01;84;5.5;46.1167;264
01068;Cerdon;01;84;5.46667;46.0833;798
01069;Certines;01;84;5.26667;46.1333;1573
01071;Cessy;01;84;6.06667;46.3167;4955
01072;Ceyzériat;01;84;5.31667;46.1667;3203
01073;Ceyzérieu;01;84;5.73333;45.8333;1038
01074;Chalamont;01;84;5.16667;46;2438
01075;Chaleins;01;84;4.8;46.0333;1329
01076;Chaley;01;84;5.53333;45.95;138
01077;Challes-la-Montagne;01;84;5.46667;46.1333;195
01078;Challex;01;84;5.96667;46.1833;1467
01079;Champagne-en-Valromey;01;84;5.68333;45.9;850
01080;Champdor-Corcelles;01;84;5.6;46.0167;672
01081;Champfromier;01;84;5.81667;46.2;744
01082;Chanay;01;84;5.78333;46;647
01083;Chaneins;01;84;4.85;46.1;913
01084;Chanoz-Châtenay;01;84;5.03333;46.1833;851
01085;La Chapelle-du-Châtelard;01;84;5.03333;46.0667;392
01087;Charix;01;84;5.68333;46.1833;295
01088;Charnoz-sur-Ain;01;84;5.21667;45.8667;951
01089;Château-Gaillard;01;84;5.3;45.9667;2138
01090;Châtenay;01;84;5.2;46.0333;342
01091;Châtillon-en-Michaille;01;84;5.78333;46.1333;3656
01092;Châtillon-la-Palud;01;84;5.25;45.9667;1649
01093;Châtillon-sur-Chalaronne;01;84;4.96667;46.1167;5095
01094;Chavannes-sur-Reyssouze;01;84;5;46.4333;764
01095;Nivigne et Suran;01;84;5.41667;46.2667;816
01096;Chaveyriat;01;84;5.06667;46.1833;1036
01097;Chavornay;01;84;5.7;45.8833;230
01098;Chazey-Bons;01;84;5.68333;45.8;1113
01099;Chazey-sur-Ain;01;84;5.25;45.9;1549
01100;Cheignieu-la-Balme;01;84;5.61667;45.8333;142
01101;Chevillard;01;84;5.58333;46.1167;162
01102;Chevroux;01;84;4.95;46.3833;974
01103;Chevry;01;84;6.03333;46.2833;1700
01104;Chézery-Forens;01;84;5.88333;46.2167;471
01105;Civrieux;01;84;4.88333;45.9167;1684
01106;Cize;01;84;5.43333;46.2;174
01107;Cleyzieu;01;84;5.43333;45.9;137
01108;Coligny;01;84;5.35;46.3833;1212
01109;Collonges;01;84;5.9;46.1333;2272
01110;Colomieu;01;84;5.61667;45.7333;132
01111;Conand;01;84;5.46667;45.8833;122
01112;Condamine;01;84;5.56667;46.1167;451
01113;Condeissiat;01;84;5.08333;46.1667;832
01114;Confort;01;84;5.81667;46.15;631
01115;Confrançon;01;84;5.06667;46.2667;1360
01116;Contrevoz;01;84;5.63333;45.8;515
01117;Conzieu;01;84;5.6;45.7333;154
01118;Corbonod;01;84;5.81667;45.95;1290
01121;Corlier;01;84;5.5;46.0333;114
01122;Cormaranche-en-Bugey;01;84;5.6;45.95;879
01123;Cormoranche-sur-Saône;01;84;4.83333;46.2333;1153
01124;Cormoz;01;84;5.23333;46.45;677
01125;Corveissiat;01;84;5.48333;46.2333;636
01127;Courmangoux;01;84;5.36667;46.3333;514
01128;Courtes;01;84;5.1;46.4667;312
01129;Crans;01;84;5.21667;45.9667;267
01130;Cras-sur-Reyssouze;01;84;5.16667;46.3;1472
01133;Cressin-Rochefort;01;84;5.76667;45.7667;404
01134;Crottet;01;84;4.9;46.2833;1784
01135;Crozet;01;84;6.01251;46.2806;2193
01136;Cruzilles-lès-Mépillat;01;84;4.88333;46.2167;880
01138;Culoz;01;84;5.78333;45.85;3109
01139;Curciat-Dongalon;01;84;5.15;46.4667;448
01140;Curtafond;01;84;5.08333;46.2667;788
01141;Cuzieu;01;84;5.67445;45.8192;449
01142;Dagneux;01;84;5.06667;45.85;4768
01143;Divonne-les-Bains;01;84;6.13333;46.3667;9692
01145;Dompierre-sur-Veyle;01;84;5.2;46.0667;1185
01146;Dompierre-sur-Chalaronne;01;84;4.9;46.1333;441
01147;Domsure;01;84;5.3;46.4167;488
01148;Dortan;01;84;5.66667;46.3167;1890
01149;Douvres;01;84;5.36667;45.9833;1078
01150;Drom;01;84;5.36667;46.2167;222
01151;Druillat;01;84;5.31667;46.0667;1175
01152;Échallon;01;84;5.74139;46.21;780
01153;Échenevex;01;84;6.03333;46.3167;2247
01154;Étrez;01;84;5.18333;46.3333;835
01155;Évosges;01;84;5.5;45.9583;148
01156;Faramans;01;84;5.11667;45.9;813
01157;Fareins;01;84;4.76667;46.0167;2253
01158;Farges;01;84;5.91667;46.1667;1028
01159;Feillens;01;84;4.88333;46.3333;3372
01160;Ferney-Voltaire;01;84;6.11667;46.25;9800
01162;Flaxieu;01;84;5.73333;45.8167;69
01163;Foissiat;01;84;5.18333;46.3667;2100
01165;Francheleins;01;84;4.8;46.0667;1606
01166;Frans;01;84;4.78333;45.9833;2388
01167;Garnerans;01;84;4.83333;46.2;680
01169;Genouilleux;01;84;4.78333;46.1167;619
01170;Béard-Géovreissiat;01;84;5.56667;46.2;1066
01171;Géovreisset;01;84;5.6;46.25;937
01173;Gex;01;84;6.06667;46.3333;12894
01174;Giron;01;84;5.76667;46.2333;184
01175;Gorrevod;01;84;4.95;46.4167;882
01177;Grand-Corent;01;84;5.43333;46.2;181
01179;Grièges;01;84;4.85;46.25;1942
01180;Grilly;01;84;6.11667;46.3333;827
01181;Groissiat;01;84;5.6;46.2167;1256
01183;Guéreins;01;84;4.78333;46.1;1461
01184;Hautecourt-Romanèche;01;84;5.41667;46.1583;806
01185;Hauteville-Lompnes;01;84;5.6;45.9667;3755
01186;Hostiaz;01;84;5.53333;45.9;88
01187;Haut Valromey;01;84;5.68333;46;727
01188;Illiat;01;84;4.88333;46.1833;632
01189;Injoux-Génissiat;01;84;5.78333;46.05;1181
01190;Innimond;01;84;5.56667;45.7833;101
01191;Izenave;01;84;5.53333;46.0333;166
01192;Izernore;01;84;5.55;46.2167;2318
01193;Izieu;01;84;5.63333;45.65;244
01194;Jassans-Riottier;01;84;4.75;45.9833;6516
01195;Jasseron;01;84;5.33333;46.2167;1814
01196;Jayat;01;84;5.11667;46.3667;1179
01197;Journans;01;84;5.33333;46.15;369
01198;Joyeux;01;84;5.1;45.95;277
01199;Jujurieux;01;84;5.41667;46.0333;2228
01200;Labalme;01;84;5.48333;46.1;214
01202;Lagnieu;01;84;5.35;45.9;7234
01203;Laiz;01;84;4.88333;46.25;1252
01204;Le Poizat-Lalleyriat;01;84;5.71667;46.15;728
01205;Lancrans;01;84;5.83333;46.1333;1080
01206;Lantenay;01;84;5.53333;46.05;278
01207;Lapeyrouse;01;84;4.96667;45.9833;336
01208;Lavours;01;84;5.76667;45.8;133
01209;Léaz;01;84;5.88333;46.1;734
01210;Lélex;01;84;5.95;46.3;229
01211;Lent;01;84;5.2;46.1167;1452
01212;Lescheroux;01;84;5.15;46.4;741
01213;Leyment;01;84;5.3;45.9167;1313
01214;Leyssard;01;84;5.46667;46.1667;157
01215;Lhôpital;01;84;5.77834;46.0217;50
01216;Lhuis;01;84;5.53333;45.75;910
01218;Lochieu;01;84;5.71667;45.9333;95
01219;Lompnas;01;84;5.51667;45.8;171
01221;Lompnieu;01;84;5.65;45.9667;114
01224;Loyettes;01;84;5.2;45.7667;3175
01225;Lurcy;01;84;4.76667;46.0667;389
01227;Magnieu;01;84;5.71667;45.7833;495
01228;Maillat;01;84;5.55;46.1333;645
01229;Malafretaz;01;84;5.15;46.3167;1213
01230;Mantenay-Montlin;01;84;5.08333;46.4167;317
01231;Manziat;01;84;4.9;46.35;2035
01232;Marboz;01;84;5.25;46.3333;2272
01233;Marchamp;01;84;5.55;45.7833;133
01234;Marignieu;01;84;5.71667;45.8;180
01235;Marlieux;01;84;5.06667;46.0667;1163
01236;Marsonnas;01;84;5.06667;46.3333;997
01237;Martignat;01;84;5.6;46.2167;1691
01238;Massieux;01;84;4.83333;45.9167;2578
01239;Massignieu-de-Rives;01;84;5.76667;45.75;627
01240;Matafelon-Granges;01;84;5.56667;46.2667;662
01241;Meillonnas;01;84;5.35;46.25;1354
01242;Mérignat;01;84;5.43333;46.0667;130
01243;Messimy-sur-Saône;01;84;4.76473;46.0484;1241
01244;Meximieux;01;84;5.2;45.9;7800
01245;Bohas-Meyriat-Rignat;01;84;5.4;46.1333;915
01246;Mézériat;01;84;5.03333;46.2333;2172
01247;Mijoux;01;84;6;46.3667;352
01248;Mionnay;01;84;4.93333;45.9;2178
01249;Miribel;01;84;4.95306;45.8245;9851
01250;Misérieux;01;84;4.81667;45.9833;2195
01252;Mogneneins;01;84;4.81667;46.1333;802
01254;Montagnat;01;84;5.28333;46.1667;2009
01255;Montagnieu;01;84;5.46667;45.8;623
01257;Montanges;01;84;5.8;46.1667;350
01258;Montceaux;01;84;4.8;46.1;1218
01259;Montcet;01;84;5.11667;46.2;689
01260;Le Montellier;01;84;5.06667;45.9333;301
01261;Monthieux;01;84;4.93333;45.95;674
01262;Montluel;01;84;5.05;45.85;7106
01263;Montmerle-sur-Saône;01;84;4.76667;46.0833;3877
01264;Montracol;01;84;5.11667;46.1833;1073
01265;Montréal-la-Cluse;01;84;5.57084;46.1867;3480
01266;Montrevel-en-Bresse;01;84;5.13333;46.3333;2506
01267;Nurieux-Volognat;01;84;5.52667;46.1856;1054
01268;Murs-et-Gélignieux;01;84;5.66667;45.6333;260
01269;Nantua;01;84;5.61667;46.15;3629
01272;Neuville-les-Dames;01;84;5;46.1667;1528
01273;Neuville-sur-Ain;01;84;5.36667;46.0833;1773
01274;Les Neyrolles;01;84;5.63333;46.1333;648
01275;Neyron;01;84;4.93223;45.8148;2556
01276;Niévroz;01;84;5.06667;45.8333;1605
01277;Nivollet-Montgriffon;01;84;5.43333;45.9833;120
01279;Oncieu;01;84;5.46667;45.95;99
01280;Ordonnaz;01;84;5.53333;45.8333;147
01281;Ornex;01;84;6.1;46.2833;4564
01282;Outriaz;01;84;5.55;46.0667;269
01283;Oyonnax;01;84;5.66667;46.25;23150
01284;Ozan;01;84;4.91667;46.3833;686
01285;Parcieux;01;84;4.81667;45.9167;1220
01286;Parves et Nattages;01;84;5.75;45.75;960
01288;Péron;01;84;5.93333;46.2;2635
01289;Péronnas;01;84;5.2;46.1833;6580
01290;Pérouges;01;84;5.18333;45.9;1233
01291;Perrex;01;84;4.98333;46.2333;831
01293;Peyriat;01;84;5.51667;46.15;168
01294;Peyrieu;01;84;5.67751;45.6767;877
01295;Peyzieux-sur-Saône;01;84;4.81667;46.1167;676
01296;Pirajoux;01;84;5.3;46.3833;396
01297;Pizay;01;84;5.08333;45.8833;808
01298;Plagne;01;84;5.73333;46.1833;126
01299;Le Plantay;01;84;5.08333;46.0167;562
01301;Polliat;01;84;5.13333;46.25;2566
01302;Pollieu;01;84;5.75;45.8;167
01303;Poncin;01;84;5.4;46.0833;1729
01304;Pont-d'Ain;01;84;5.33333;46.05;2960
01305;Pont-de-Vaux;01;84;4.93333;46.4333;2341
01306;Pont-de-Veyle;01;84;4.88333;46.2667;1682
01307;Port;01;84;5.56667;46.1667;884
01308;Pougny;01;84;5.95;46.1333;828
01309;Pouillat;01;84;5.43333;46.3333;90
01310;Prémeyzel;01;84;5.65;45.6833;251
01311;Prémillieu;01;84;5.56667;45.8667;46
01313;Prévessin-Moëns;01;84;6.08333;46.25;8183
01314;Priay;01;84;5.28333;46;1746
01317;Ramasse;01;84;5.35;46.2;325
01318;Rancé;01;84;4.86667;45.9667;744
01319;Relevant;01;84;4.95;46.0833;468
01320;Replonges;01;84;4.88333;46.3;3783
01321;Revonnas;01;84;5.33333;46.1667;951
01322;Reyrieux;01;84;4.81667;45.9333;4800
01323;Reyssouze;01;84;4.91667;46.4333;993
01325;Rignieux-le-Franc;01;84;5.18333;45.9333;994
01328;Romans;01;84;5.03333;46.1167;598
01329;Rossillon;01;84;5.6;45.8333;159
01330;Ruffieu;01;84;5.66667;46;188
01331;Saint-Alban;01;84;5.45;46.1;183
01332;Saint-André-de-Bâgé;01;84;4.91667;46.3;764
01333;Saint-André-de-Corcy;01;84;4.95;45.9167;3293
01334;Saint-André-d'Huiriat;01;84;4.91667;46.2167;611
01335;Saint-André-le-Bouchoux;01;84;5.08333;46.1167;385
01336;Saint-André-sur-Vieux-Jonc;01;84;5.06667;46.15;1154
01337;Saint-Bénigne;01;84;4.96667;46.4333;1288
01338;Groslée-Saint-Benoit;01;84;5.58333;45.7;1227
01339;Saint-Bernard;01;84;4.73723;45.945;1476
01341;Saint-Champ;01;84;5.73333;45.7833;157
01342;Sainte-Croix;01;84;5.05195;45.8942;574
01343;Saint-Cyr-sur-Menthon;01;84;4.98333;46.2667;1801
01344;Saint-Denis-lès-Bourg;01;84;5.2;46.2;5870
01345;Saint-Denis-en-Bugey;01;84;5.33333;45.95;2319
01346;Saint-Didier-d'Aussiat;01;84;5.06667;46.3;892
01347;Saint-Didier-de-Formans;01;84;4.78333;45.95;2012
01348;Saint-Didier-sur-Chalaronne;01;84;4.81667;46.1667;2898
01349;Saint-Éloi;01;84;5.15;45.9333;458
01350;Saint-Étienne-du-Bois;01;84;5.28333;46.2833;2531
01351;Saint-Étienne-sur-Chalaronne;01;84;4.86667;46.15;1576
01352;Saint-Étienne-sur-Reyssouze;01;84;5;46.4;575
01353;Sainte-Euphémie;01;84;4.78333;45.9667;1685
01354;Saint-Genis-Pouilly;01;84;6.01667;46.25;12129
01355;Saint-Genis-sur-Menthon;01;84;5.01667;46.2833;481
01356;Saint-Georges-sur-Renon;01;84;5.03333;46.1;224
01357;Saint-Germain-de-Joux;01;84;5.73333;46.1833;511
01358;Saint-Germain-les-Paroisses;01;84;5.61667;45.7667;438
01359;Saint-Germain-sur-Renon;01;84;5.05;46.0833;239
01360;Saint-Jean-de-Gonville;01;84;5.95;46.2167;1763
01361;Saint-Jean-de-Niost;01;84;5.21667;45.8333;1462
01362;Saint-Jean-de-Thurigneux;01;84;4.88333;45.95;786
01363;Saint-Jean-le-Vieux;01;84;5.38917;46.0284;1800
01364;Saint-Jean-sur-Reyssouze;01;84;5.06667;46.4;746
01365;Saint-Jean-sur-Veyle;01;84;4.91667;46.25;1142
01366;Sainte-Julie;01;84;5.28333;45.8833;1018
01367;Saint-Julien-sur-Reyssouze;01;84;5.11667;46.4;702
01368;Saint-Julien-sur-Veyle;01;84;4.95;46.2;813
01369;Saint-Just;01;84;5.28;46.1903;941
01370;Saint-Laurent-sur-Saône;01;84;4.83333;46.3;1780
01371;Saint-Marcel;01;84;4.98723;45.9487;1328
01372;Saint-Martin-de-Bavel;01;84;5.68333;45.85;443
01373;Saint-Martin-du-Frêne;01;84;5.55;46.1333;1100
01374;Saint-Martin-du-Mont;01;84;5.33333;46.1;1850
01375;Saint-Martin-le-Châtel;01;84;5.11667;46.2833;816
01376;Saint-Maurice-de-Beynost;01;84;4.96667;45.8333;4005
01378;Saint-Maurice-de-Gourdans;01;84;5.2;45.8167;2590
01379;Saint-Maurice-de-Rémens;01;84;5.28333;45.95;762
01380;Saint-Nizier-le-Bouchoux;01;84;5.15;46.45;697
01381;Saint-Nizier-le-Désert;01;84;5.15;46.05;933
01382;Sainte-Olive;01;84;4.93333;46.0167;285
01383;Saint-Paul-de-Varax;01;84;5.13333;46.1;1522
01384;Saint-Rambert-en-Bugey;01;84;5.43333;45.95;2357
01385;Saint-Rémy;01;84;5.16667;46.1833;1022
01386;Saint-Sorlin-en-Bugey;01;84;5.36667;45.8833;1212
01387;Saint-Sulpice;01;84;5.04167;46.3203;252
01388;Saint-Trivier-de-Courtes;01;84;5.08333;46.4667;1103
01389;Saint-Trivier-sur-Moignans;01;84;4.9;46.0667;1865
01390;Saint-Vulbas;01;84;5.28333;45.8333;1321
01391;Salavre;01;84;5.35;46.3667;288
01392;Samognat;01;84;5.58333;46.25;685
01393;Sandrans;01;84;4.98333;46.0667;531
01396;Sault-Brénaz;01;84;5.41667;45.85;974
01397;Sauverny;01;84;6.11667;46.3167;1061
01398;Savigneux;01;84;4.85;46;1349
01399;Ségny;01;84;6.08333;46.3;2065
01400;Seillonnaz;01;84;5.48333;45.8;141
01401;Sergy;01;84;6;46.25;2084
01402;Sermoyer;01;84;4.98333;46.5;707
01403;Serrières-de-Briord;01;84;5.45445;45.8081;1280
01404;Serrières-sur-Ain;01;84;5.45;46.15;133
01405;Servas;01;84;5.16667;46.1333;1273
01406;Servignat;01;84;5.06667;46.4333;176
01407;Seyssel;01;84;5.83194;45.9597;1015
01408;Simandre-sur-Suran;01;84;5.41667;46.2167;689
01410;Sonthonnax-la-Montagne;01;84;5.53333;46.2333;330
01411;Souclin;01;84;5.41667;45.8667;273
01412;Sulignat;01;84;4.96667;46.1667;589
01413;Surjoux;01;84;5.8;46.0167;79
01414;Sutrieu;01;84;5.65;45.95;210
01415;Talissieu;01;84;5.71667;45.8667;458
01416;Tenay;01;84;5.5;45.9167;1055
01417;Thézillieu;01;84;5.6;45.8833;303
01418;Thil;01;84;5.01667;45.8167;1095
01419;Thoiry;01;84;5.97973;46.2364;6272
01420;Thoissey;01;84;4.8;46.1667;1740
01421;Torcieu;01;84;5.4;45.9167;739
01422;Tossiat;01;84;5.31667;46.1333;1403
01423;Toussieux;01;84;4.83333;45.9667;1020
01424;Tramoyes;01;84;4.96667;45.8667;1707
01425;La Tranclière;01;84;5.26667;46.1167;296
01426;Val-Revermont;01;84;5.36834;46.2714;2636
01427;Trévoux;01;84;4.76667;45.9333;7055
01428;Valeins;01;84;4.86667;46.1167;135
01429;Vandeins;01;84;5.08333;46.2167;698
01430;Varambon;01;84;5.31667;46.0333;543
01431;Vaux-en-Bugey;01;84;5.35;45.9167;1257
01432;Verjon;01;84;5.35;46.35;280
01433;Vernoux;01;84;5.11667;46.4833;324
01434;Versailleux;01;84;5.1;45.9833;428
01435;Versonnex;01;84;6.09723;46.3023;2241
01436;Vesancy;01;84;6.08333;46.35;501
01437;Vescours;01;84;5.03333;46.4667;253
01439;Vésines;01;84;4.86667;46.35;103
01441;Vieu-d'Izenave;01;84;5.53333;46.0833;716
01442;Vieu;01;84;5.68333;45.9;385
01443;Villars-les-Dombes;01;84;5.01667;46;4711
01444;Villebois;01;84;5.43333;45.85;1169
01445;Villemotier;01;84;5.31667;46.35;688
01446;Villeneuve;01;84;4.83667;46.0212;1517
01447;Villereversure;01;84;5.38333;46.1833;1338
01448;Villes;01;84;5.78333;46.0833;373
01449;Villette-sur-Ain;01;84;5.26862;45.9884;763
01450;Villieu-Loyes-Mollon;01;84;5.22223;45.9206;3653
01451;Viriat;01;84;5.21667;46.25;6529
01452;Virieu-le-Grand;01;84;5.65;45.85;1069
01453;Virieu-le-Petit;01;84;5.71667;45.9;311
01454;Virignin;01;84;5.71667;45.7167;1120
01456;Vongnes;01;84;5.71667;45.8167;77
01457;Vonnas;01;84;5;46.2167;2988
02001;Abbécourt;02;32;3.18333;49.6;506
02002;Achery;02;32;3.38333;49.6833;608
02003;Acy;02;32;3.41667;49.35;1029
02004;Agnicourt-et-Séchelles;02;32;3.95;49.7167;186
02005;Aguilcourt;02;32;3.96667;49.4;399
02006;Aisonville-et-Bernoville;02;32;3.53333;49.9333;258
02007;Aizelles;02;32;3.81667;49.4833;123
02008;Aizy-Jouy;02;32;3.51639;49.4348;293
02009;Alaincourt;02;32;3.36667;49.75;552
02010;Allemant;02;32;3.45;49.4667;180
02011;Ambleny;02;32;3.18333;49.3833;1217
02012;Ambrief;02;32;3.4;49.3167;72
02013;Amifontaine;02;32;3.91667;49.4833;422
02014;Amigny-Rouy;02;32;3.3;49.6;754
02015;Ancienville;02;32;3.21667;49.2167;76
02016;Andelain;02;32;3.36667;49.6333;240
02017;Anguilcourt-le-Sart;02;32;3.43333;49.6833;320
02018;Anizy-le-Château;02;32;3.45;49.5;1987
02019;Annois;02;32;3.16667;49.7167;370
02020;Any-Martin-Rieux;02;32;4.2165;49.8833;460
02021;Archon;02;32;4.11667;49.7417;92
02022;Arcy-Sainte-Restitue;02;32;3.46667;49.25;409
02023;Armentières-sur-Ourcq;02;32;3.38333;49.1833;108
02024;Arrancy;02;32;3.75;49.4833;54
02025;Artemps;02;32;3.18333;49.7667;370
02027;Assis-sur-Serre;02;32;3.56667;49.6833;231
02028;Athies-sous-Laon;02;32;3.68333;49.5667;2655
02029;Attilly;02;32;3.16667;49.85;381
02030;Aubencheul-aux-Bois;02;32;3.26667;50.0333;281
02031;Aubenton;02;32;4.2;49.8333;667
02032;Aubigny-aux-Kaisnes;02;32;3.11667;49.7833;253
02033;Aubigny-en-Laonnois;02;32;3.8;49.5;108
02034;Audignicourt;02;32;3.13333;49.4833;117
02035;Audigny;02;32;3.65;49.85;284
02036;Augy;02;32;3.51667;49.3333;89
02037;Aulnois-sous-Laon;02;32;3.6;49.6167;1464
02038;Les Autels;02;32;4.2257;49.7667;58
02039;Autremencourt;02;32;3.8;49.7;172
02040;Autreppes;02;32;3.85;49.9;183
02041;Autreville;02;32;3.23333;49.5833;828
02042;Azy-sur-Marne;02;32;3.36667;49;392
02043;Bagneux;02;32;3.28333;49.4667;72
02044;Bancigny;02;32;4.01667;49.8;26
02046;Barenton-Bugny;02;32;3.65;49.6333;559
02047;Barenton-Cel;02;32;3.63333;49.65;123
02048;Barenton-sur-Serre;02;32;3.68333;49.6667;133
02049;Barisis-aux-Bois;02;32;3.32806;49.5787;756
02050;Barzy-en-Thiérache;02;32;3.75;50.0333;327
02051;Barzy-sur-Marne;02;32;3.55;49.0833;396
02052;Bassoles-Aulers;02;32;3.38333;49.5333;148
02053;Vallées en Champagne;02;32;3.61667;48.9833;571
02054;Bazoches-sur-Vesles;02;32;3.61861;49.3073;466
02055;Beaumé;02;32;4.15;49.8333;97
02056;Beaumont-en-Beine;02;32;3.13333;49.7;176
02057;Beaurevoir;02;32;3.3;50;1452
02058;Beaurieux;02;32;3.73333;49.4;839
02059;Beautor;02;32;3.33333;49.65;2728
02060;Beauvois-en-Vermandois;02;32;3.1;49.8167;283
02061;Becquigny;02;32;3.46973;50.0173;266
02062;Belleau;02;32;3.3;49.1;140
02063;Bellenglise;02;32;3.25;49.9167;393
02064;Belleu;02;32;3.33333;49.3667;3791
02065;Bellicourt;02;32;3.23333;49.95;616
02066;Benay;02;32;3.31667;49.75;210
02067;Bergues-sur-Sambre;02;32;3.71667;50.0333;219
02068;Berlancourt;02;32;3.75806;49.7787;114
02069;Berlise;02;32;4.11667;49.6667;117
02070;Bernot;02;32;3.5;49.8667;457
02071;Berny-Rivière;02;32;3.15;49.4167;664
02072;Berrieux;02;32;3.85;49.4833;191
02073;Berry-au-Bac;02;32;3.9;49.4;660
02074;Bertaucourt-Epourdon;02;32;3.38333;49.6167;626
02075;Berthenicourt;02;32;3.38333;49.7667;204
02076;Bertricourt;02;32;4;49.3833;170
02077;Berzy-le-Sec;02;32;3.31667;49.3333;399
02078;Besmé;02;32;3.16667;49.5333;160
02079;Besmont;02;32;4.11667;49.8333;156
02080;Besny-et-Loizy;02;32;3.58333;49.6;369
02081;Béthancourt-en-Vaux;02;32;3.15;49.6167;471
02082;Beugneux;02;32;3.41667;49.2333;110
02083;Beuvardes;02;32;3.48333;49.15;754
02084;Bézu-le-Guéry;02;32;3.23333;49.0167;265
02085;Bézu-Saint-Germain;02;32;3.4;49.1;1089
02086;Bichancourt;02;32;3.21667;49.5833;1085
02087;Bieuxy;02;32;3.26667;49.45;29
02088;Bièvres;02;32;3.71667;49.5;86
02089;Billy-sur-Aisne;02;32;3.38333;49.3667;1183
02090;Billy-sur-Ourcq;02;32;3.3;49.2167;226
02091;Blanzy-lès-Fismes;02;32;3.66667;49.3333;115
02093;Blérancourt;02;32;3.15;49.5167;1325
02094;Blesmes;02;32;3.45;49.0333;446
02095;Bohain-en-Vermandois;02;32;3.45;49.9833;5792
02096;Bois-lès-Pargny;02;32;3.65;49.7167;206
02097;Boncourt;02;32;3.95;49.6167;264
02098;Bonneil;02;32;3.35;49;391
02099;Bonnesvalyn;02;32;3.31667;49.1167;252
02100;Bony;02;32;3.21667;49.9833;140
02101;Bosmont-sur-Serre;02;32;3.86667;49.7333;201
02102;Bouconville-Vauclair;02;32;3.75556;49.4656;191
02103;Boué;02;32;3.7;50.0167;1332
02104;Bouffignereux;02;32;3.85;49.3667;104
02105;Bouresches;02;32;3.3;49.0667;209
02106;Bourg-et-Comin;02;32;3.65;49.4;838
02107;Bourguignon-sous-Coucy;02;32;3.16667;49.55;105
02108;Bourguignon-sous-Montbavin;02;32;3.54139;49.5281;159
02109;La Bouteille;02;32;3.96667;49.8667;506
02110;Braine;02;32;3.53333;49.3333;2272
02111;Brancourt-en-Laonnois;02;32;3.41667;49.5167;719
02112;Brancourt-le-Grand;02;32;3.38333;49.9667;587
02114;Brasles;02;32;3.43333;49.05;1518
02115;Braye-en-Laonnois;02;32;3.61667;49.4333;218
