geoname_id;code_insee
2992404;95424
3009791;83047
3018455;42095
2989204;91471
2981839;59526
3007221;13055
3002499;93061
2997246;28218
3001402;78165
3019766;44055
2974494;59569
2972350;54528
7284897;13055
2968546;94077
2994895;13055
2979316;45285
2991772;29151
2993024;45208
2974385;95598
3032551;67043
3018339;61169
2995652;78372
3006121;34129
2980935;37214
3017651;13039
3037157;94003
2998224;67267
2967879;35360
2967856;51649
3020307;76231
2988670;09225
2992671;77305
2971482;19272
2998127;84054
2989755;50129
2973317;69123
3031268;44020
2969796;78642
2969692;91645
2986160;56178
2998854;78650
2976406;74256
2992367;76447
3021150;95199
3032340;33056
3020996;29046
11919749;13055
2989130;95476
3002984;78481
3014392;44069
3018246;33167
2980942;78545
3005417;54304
3017921;85092
2993572;77296
2976050;45302
3029706;94015
3027767;35051
3002570;84092
2992890;42147
3019153;59220
2967934;78686
2999683;85194
2978722;13055
2978768;95563
2980097;69199
3007874;29103
2981512;37208
3026285;28088
3012664;63178
3016097;45155
3034483;14047
3016292;94037
3026194;02168
2986025;13077
2980636;38382
2968368;54578
3030101;77053
3031898;94004
3014383;23096
3025496;21166
2997395;65286
2967318;68376
3028779;76157
3013862;59286
3022569;60176
3033416;62108
3000648;85109
3013701;57757
2988936;62643
3033415;62108
2994935;53147
3036240;25031
3035204;31044
3013681;59291
2997904;77258
3013627;57306
2973146;02738
3028521;78123
3012829;68154
2986306;54431
3022151;31157
3019952;95218
2990192;77337
11919748;13055
2977491;37233
3023240;77131
2992650;78418
2978100;83116
3000138;13055
2989877;60471
3030057;83023
3035654;77014
3032639;64129
3035359;59043
3023056;91182
2983408;42186
2994617;48095
2967423;59648
3034382;30032
2973393;13108
2982076;72264
2992287;95427
3031868;84019
2997638;54323
2975967;57630
2994534;91386
3010271;10081
2967972;14762
2982972;10323
3021993;03095
3029713;35047
2979309;64483
3017059;57240
3037397;59014
2979019;13055
3022513;57160
3013534;64260
3012655;36088
11919766;13055
2968533;06161
2978997;42279
3014867;50218
3013521;56083
2978170;94069
3027531;45068
11919744;13055
3026211;13027
3017512;59249
3033241;13014
2968755;12300
2992618;84007
2990793;77333
2989590;83090
2997628;64348
3028205;59139
2986795;22187
2997670;62525
11919776;13055
6619659;27701
11919747;13055
2996927;59367
3014213;29075
2972857;63430
2986110;60509
3035612;49015
2967297;57751
2984537;59491
3032025;76108
2993586;82112
2986674;29189
2983369;68278
2981283;95539
9609483;13055
2980402;83115
2980080;03208
3013908;62413
2994306;60395
3007998;73179
2967745;78688
3032064;78073
2974645;38485
2968545;30351
3034951;76057
2967166;03321
3026291;85060
2982938;59508
3034041;06012
3004775;42044
2991302;59421
3028322;82033
3037943;01004
3002401;93062
2979679;30258
3031387;13015
3025860;02173
3014816;59273
3036418;07019
3031871;76114
2990272;28280
2986626;29212
3037846;45004
2973795;57660
2982159;74225
3014828;81105
2980488;44172
3026303;44036
2971006;39478
3037956;33003
3037692;78015
2999908;49246
2986060;44131
11919759;13055
3016387;69277
3028520;78124
3020024;91215
3036843;95019
2983629;68271
2987259;26235
3005082;93013
3011456;68166
2985229;77379
3037902;37003
3029799;33075
2971117;06152
2989569;64422
3017919;78242
2971030;25580
3016824;81099
2977832;31506
2971689;78624
2984493;31446
3014433;68112
3024102;59152
2971157;77479
2982875;83107
11919787;13055
2975588;67437
3028351;11076
3030063;69027
2981077;39478
2978439;62758
2995563;76410
3033308;27056
3011988;91326
3015926;27284
3008225;22093
3002510;83098
3037253;33009
2984699;29233
2974324;59574
11919769;13055
3032544;67046
3034198;63032
3026273;53062
3019077;57206
3036059;56007
2983130;13081
3021356;22050
2975361;59560
2980045;31483
2980933;83112
9609485;13055
2986178;77407
2997104;31561
2989796;67348
2980169;77407
2973510;21617
2981472;13055
3017363;69089
2974338;83130
2998136;38193
2993004;60414
2968275;93079
11919742;13055
3021351;35093
2981837;18197
3029566;62186
2990287;62617
2971027;94074
3002585;38317
3038086;72003
3036402;78029
3002373;29235
2989187;64430
2977648;40279
2982876;06104
3007102;94060
2985947;2A247
2969752;28404
2970338;77487
2971896;49353
3031679;74042
3033685;01033
3029824;59112
2995656;59383
3016817;74133
2988393;74208
3023476;58086
3037352;84003
2988447;79202
2993358;14437
2994401;62570
2986678;22215
3030142;05023
3028409;31113
2978396;13097
2973355;40312
2979036;87154
3012319;89206
11919751;13055
2972695;79329
3026227;13026
2989646;76484
3018506;46102
2994902;81163
2968819;92077
2993780;69283
3036278;62048
3019441;62318
2971298;19275
2991891;91432
3014277;07102
11919782;13055
2977058;59544
3031817;59090
2989093;67365
2967189;76758
2973882;16374
2981716;10333
2980335;10362
2998140;95313
2989572;85166
3028832;66037
11919777;13055
3013258;02381
3027857;68063
2976007;24520
2986889;13075
2978105;54482
3002551;62667
3026827;60141
3024701;77118
3036364;63014
3024643;60157
2995649;57447
3013456;70285
3012346;59324
3020188;95210
2983005;57591
11919760;13055
2981779;59527
3013226;67204
3027343;37050
3028513;06033
2987945;84088
2998264;11206
2995536;59386
2992638;84080
2973394;69243
2970407;30341
2969213;59616
2983482;42184
3018235;57221
3022380;78190
3032556;40046
2992420;62587
3020712;93030
2975908;38474
2976404;62771
3025324;21171
3027301;74056
2989680;62637
3038271;80016
2986059;44132
2972214;07324
2977214;13100
2997465;22136
3021484;76216
3017660;95250
3037520;59011
2996645;28229
3024865;58303
11919763;13055
3028580;81060
3029522;91122
2980313;66172
3038393;62014
2981296;44154
2983251;42189
2984775;21515
3022969;62250
3020980;59179
3020925;91200
2978595;13055
3012449;54274
3037726;33005
3033853;57058
2967319;68375
2975020;13106
3023955;59153
2967695;38565
2970838;84138
3009494;72132
2972546;51573
3019238;38158
3037838;57019
3005735;81140
2997210;85128
2992293;37156
3006152;06149
2979072;74243
3037571;59008
2998320;62516
3028214;76165
3031020;26057
2979183;13055
3016274;88196
11919741;13055
2968405;02810
3012725;62473
2988657;87114
3037068;66008
3029392;77058
3006770;74224
2986109;30202
2968861;91661
2987314;69152
3012889;91312
2969751;78643
2993476;67300
2979143;13055
2989271;94055
2980781;13055
2968475;78674
2972711;77464
3036012;13007
3018174;09122
2996538;57433
2988592;71342
3024421;83042
2972468;47310
3004314;59339
3232493;56078
2998322;76384
2985982;31433
9609490;13055
2968316;54580
11919767;13055
3023771;69273
3036823;91021
11919771;13055
2971765;13110
3001617;64335
3013196;57332
3018124;37109
2976697;71486
2986294;27467
2987003;45252
3022826;50147
3002172;27016
3019865;67130
3031818;91086
3012903;14341
3015267;76319
3036800;62040
2985290;07186
3018544;69276
2970253;84141
2979303;73248
3010265;45075
3034369;95051
2997644;21355
3015460;60282
3026862;78138
11919750;13055
3020021;91216
3027397;60139
11919746;13055
2994283;95394
11919789;13055
3019827;59205
2986219;63284
2984192;35236
3008432;83071
3029771;67067
11919757;13055
3037689;42005
3009481;77183
3003017;47201
2980801;18205
2990543;59426
2997076;70310
3029365;86041
3026374;69271
3025132;37072
3016177;63164
2980976;66171
2979543;85226
3032965;35024
2984050;88383
2991579;06084
2997317;95351
2984760;56185
2987847;95487
3035639;50025
2993712;01249
11919745;13055
2968510;31588
3021221;54159
3036132;59033
3018279;91235
3027235;39097
3018032;21278
2994951;54357
2996752;78356
2996995;70311
2978738;13055
3016143;01173
3028534;83034
2995938;62548
3006876;56107
2979394;31488
3016070;13043
3033625;01034
2979261;34270
2982383;62724
3003442;13055
3019113;14258
11919711;13055
2994297;59400
3023214;24138
3029302;66028
2991264;57491
2989013;14488
2988186;13069
3021717;76212
3032903;62126
2998644;11203
3014080;57283
3022331;38140
2979226;45286
3014221;22070
3021209;03101
2987928;80620
3034141;95052
2968823;94075
2995782;30156
3035418;65059
3019175;95229
3021377;71176
3006928;37195
2981515;56206
3031277;78092
3003067;33238
3003859;33200
3012742;69100
3022158;83049
11919788;13055
3033666;03023
2990056;76476
2983393;66164
11919821;13055
2994139;78401
2967343;62895
2967325;67544
2983050;63307
3002918;76497
2987936;34198
3015823;69092
3007842;29105
3035768;89025
3017624;29058
2983833;31451
2968935;42330
3028388;31116
3012467;54273
2989506;59447
2967482;59636
2979755;91552
2970540;92076
2985987;26252
11919753;13055
2987441;34199
3007680;52269
11919739;13055
2993928;89257
3021570;36063
3015741;88209
2999259;07319
3021729;69072
2988853;35210
2980033;34255
2988796;22162
2977428;76640
3022301;91191
3032662;76108
3005326;83016
2994043;34157
3021848;77153
2981925;12208
3035156;83009
3008074;60346
2994049;74010
3032618;62133
3022540;26108
2997457;86137
2991992;54382
3026451;38085
2979415;35281
2983891;08362
2999296;33519
2985934;13078
11919715;13055
2981547;76561
3014334;71230
2986271;44129
3003148;83086
2975113;56243
3022683;69069
2971377;42316
2998520;62907
2998059;26165
2973013;68334
3019329;76255
2986729;56165
3000602;77249
2987376;31417
3012165;78322
3026823;85051
3028431;13022
2987429;68256
2968536;34337
3035560;17028
3014647;69096
3002158;30011
2980795;76552
2972253;77470
11919743;13055
3030953;07042
2978925;66180
3028690;59131
3013922;76341
3026757;69043
2969608;77495
3032462;44015
2990992;77327
3028603;29024
2997581;83072
11919758;13055
2990188;78455
2982835;13086
3019280;74119
2970275;42323
2969332;13055
2973511;57663
3036133;59032
3027888;66049
3034699;44009
3013173;14333
7646372;13055
3024788;38111
3022242;29042
3029283;13019
3013082;59317
3028028;63063
3030949;73054
2969741;35352
2991431;64410
2996298;54339
3019607;54184
3020964;49125
3012709;87075
3008208;13050
2982454;38344
2977197;78575
2987863;22168
2979619;35278
2993277;43137
2998209;59352
2990682;88321
2977638;26324
3033098;95060
2973008;88465
3012780;45169
11238455;29069
3006930;42183
2970216;13112
2967796;38562
2983806;08363
2992225;86165
3035828;21038
3003650;83073
2972665;66210
2969353;83148
2970092;13113
3032872;78062
3023291;72095
3014540;95288
3018560;42094
3037937;63003
2976546;87187
2993605;38239
2970860;50615
3036052;65047
2967410;59654
2967337;68374
3016878;13040
2971258;30334
3037797;44003
3036289;59028
3032915;59079
3014697;77215
2996921;42127
2990064;76474
2984678;91514
3019259;53097
2967411;59653
2988003;59457
2995916;91363
3030203;91105
3018103;31187
3018679;01160
3032579;06018
3034903;62083
3023943;32107
2971399;73303
2972486;54526
2989422;59449
2971480;38517
2990780;47195
3038703;62004
3022799;33138
2978749;33433
2967351;62893
2977462;40281
3034297;45028
3025650;45089
2977880;54483
2990392;59431
2980885;45274
2977390;29259
3013122;62457
3004434;34090
2975726;13104
3031848;66021
2974446;04209
2998105;91340
2981408;86214
2982231;16291
2978566;38416
3009822;16113
2994837;62563
2986991;29160
3020440;95205
2971336;64545
11919738;13055
3017167;59253
3004492;42071
3026842;35055
2988589;91479
3027768;77067
2974383;91600
2974215;42302
3031389;64140
3025809;86070
11919773;13055
2997351;78350
3032688;33051
3034691;33032
2997936;34142
2980104;15187
2970923;44212
2979752;91553
3020330;13032
2989897;62628
2994094;01244
2973049;59588
2987554;06095
3024090;03082
2990516;69143
3029995;43040
3015904;08190
2997316;59365
3026222;45082
3004872;13055
2975314;49331
2979983;01354
3002679;95491
2979299;85234
3016424;67152
3014407;57269
2974644;38486
2975702;44194
3014784;70279
2968985;38547
3035226;37018
3028745;40065
2971407;57683
3005712;09160
3009486;61168
3018778;59225
3035970;31033
3008981;34344
2989819;26220
3012073;49180
3014280;29069
3019920;29051
3032326;71040
3035991;81021
3001968;13055
2987256;95488
3021298;62270
2967203;43268
2979662;85222
3021664;12089
2994756;18141
2968655;91667
3006202;38509
3028217;56036
2977189;29260
2969799;27679
2972470;17449
2977317;95574
3023506;2B096
3020142;84043
3007963;69142
3033006;25057
3009484;45146
2972696;44204
11919752;13055
2997619;62528
3000174;29124
2988548;33312
3014305;35126
3024086;55122
2971680;44210
2997996;37132
3017994;69088
3006131;38516
2996448;19123
3016944;54215
2975916;56240
2968749;06159
3007691;33227
2976656;13102
2989088;77349
2980107;18207
11919712;13055
3026465;35066
3020251;05046
3019044;57207
3012322;54280
3031085;59094
2999180;84132
2992008;37159
2997148;28220
3022133;59165
6615537;13119
3012049;64284
2998423;35152
2968703;74305
11919754;13055
3007912;13051
3005270;36018
3026534;71105
2998439;77251
2995790;60382
3017556;62351
3012124;49220
3020281;66065
2979657;09261
3020247;77169
2991799;84081
3035228;91045
3007663;56101
2993728;88304
2979148;81257
2978618;83153
3009052;17200
3009978;06044
2993647;29150
2995471;34150
3003874;31291
2997184;54328
2987706;57537
3035864;95039
2990580;54397
3013195;54263
2973993;68315
2971722;01427
3016622;78267
2968035;41295
3028610;50099
2986275;38314
3027126;54115
2985143;83099
2969160;38545
3022751;87050
3020152;68082
3026046;21154
2974925;34299
3034111;49023
9609487;13055
2977623;07281
3013350;57323
3009566;83054
3003359;78397
3033913;34028
2981209;13092
2981382;53201
3021210;38150
3002988;38298
2971890;24557
3023842;06048
3031532;83019
3004213;62497
2985653;66149
2976542;16358
2979256;33422
3007666;22106
3016807;27275
2989943;08328
3038106;38524
3024979;64189
2974180;13055
2980259;44158
2995404;33273
3006320;42305
11919786;13055
3030787;91097
2982745;29241
2971926;29293
3021296;01143
2975597;44195
3019985;78217
3007064;73213
2975408;74264
2992206;44103
3028653;33096
2979109;44169
2998532;60360
2977602;44188
2977471;17385
3021093;44052
2990995;77326
2973918;40310
3017592;35334
2976879;81271
2970113;62842
2988236;59456
2999572;44198
3025602;49092
3031180;24053
2973073;57666
2994126;45203
2982330;80685
3009575;13037
2997621;59359
2979431;38397
3002050;13055
3009150;06065
3022868;77139
3013380;62443
3027242;77079
3019160;34095
3007622;65258
3021661;58095
3002351;35240
3036655;33013
3018903;74123
3024426;73087
2996291;72180
3008463;59327
2971908;44209
3035370;34022
2993830;40184
3018323;32132
2992760;80561
2976780;77438
2979052;10343
3031368;49035
3038341;85003
2992290;01262
3038493;30003
3003375;78396
2998078;54318
2968682;45338
2984787;59482
2991832;39368
3024267;14167
3014739;62386
3014745;31232
3023742;80212
2991868;35196
3024578;44043
3023628;51172
3019219;13035
2974648;31547
2997439;71263
2990085;44110
3019372;91226
2987976;17274
3030132;45053
3009073;01202
3015509;76312
2981690;13055
2977425;77431
3028510;13021
2991700;85151
3005639;78644
2999838;59343
2980519;47252
3016940;31203
2998269;91338
2987930;01289
2986499;74213
2984781;56184
2999544;13055
3015601;29061
3035268;34023
3003391;76429
3000139;66195
3012979;68149
3038204;57012
2973108;24547
3003918;30133
3023953;14174
2971651;59603
2992309;91425
2987180;34202
3009721;13055
2974087;67471
2991692;25411
3034868;67021
2973748;44201
2996444;45191
3028162;82037
2991086;67313
3013585;54257
11919791;13055
3014393;56075
2983268;30217
2977277;38449
3027705;26064
3016089;38179
3032127;02095
3033636;69019
3020944;80253
3006531;31526
2973703;45315
3012004;34123
3026275;35069
3002620;85178
2995110;78380
2996236;30155
3023044;95183
3007401;13070
3020489;67118
2988305;76495
3013877;64256
3005524;91665
3004078;16154
2968348;60684
3001126;78220
2971154;84137
3002967;78486
3005651;38537
3023097;62249
3036287;31022
2984728;59484
2995669;62555
2981941;62737
2980438;68298
3015126;59272
3021629;90033
2984516;88367
2997010;68195
2993918;86158
3024669;76178
3019843;31169
11919756;13055
3026047;35206
2997698;91347
2977458;91573
2978661;31499
3019895;53096
3029695;78117
2981173;30243
3015424;34116
3029099;62194
3035324;35012
3012417;86115
3016711;03118
2995339;48092
2979371;42237
3031813;47032
3015507;93033
2972203;71543
2990263;10268
2983395;38337
11919785;13055
2999093;76711
2975120;13105
3026172;17094
2990377;17264
3026094;71118
2988742;34192
2996905;44087
2988220;06090
2998251;91339
2975204;25539
2977229;71475
3033953;31056
2995653;95371
2978658;49301
3014195;02361
2972749;74280
3011307;59051
3008096;44101
2992581;35188
2973963;77458
3033014;51055
2980111;89345
2969543;74298
3036876;72008
3036326;18015
2995456;34151
3019578;59212
3023254;62244
2972010;11397
3027491;49063
3003044;87113
2996492;76402
2976742;83119
3036226;57038
3012495;35136
2977350;42275
2973531;26347
2970469;93074
2985708;85182
3002138;83004
3021301;14225
3032008;77037
3003713;83070
2973187;59586
2976600;40284
3002836;33322
2984127;74220
2981338;69287
2973672;17434
2986664;29195
2995744;74164
2979698;74236
3027746;63070
2982890;59509
2967949;01451
2970144;34327
3010720;81120
2967437;67520
3012444;01194
3018650;59230
2978056;51506
2994481;41136
2991413;51388
2972317;66213
2975953;84122
3016903;47106
3029746;68056
2976490;41232
2975844;17421
2997569;26166
2980012;42223
2988350;33314
2977901;62764
3028258;34058
3026208;37063
2986593;56177
2997646;54322
2970237;37266
3005422;67519
3007508;33229
2993367;57474
3020917;62274
3034535;25047
2977947;13098
2970128;67506
2979010;60581
3028868;35049
2971555;14715
3012303;69279
2974640;51535
3038698;35001
2975743;68300
3036822;15012
2979539;85288
2992953;21425
2980328;43224
2967845;88516
3016398;13042
3022897;84039
3031240;30047
2978949;62753
2996106;57443
3006035;31282
2981629;78537
3014029;80410
2999139;62826
3025294;78160
3027642;71073
2988893;62645
2997841;62523
3022986;34088
3026145;63103
3027255;69040
3034309;49021
3016524;02340
2994697;35173
3031403;44018
3037521;62035
2984799;50129
3028129;83036
3018336;59234
3032518;57089
2971286;64547
3038352;87001
2992132;24294
3031294;95091
3012638;91315
2991036;86174
2987409;66141
3022956;11106
2988490;95480
2968511;89464
2989901;62624
2992838;71310
2981949;59524
3006056;30141
3019854;77171
2977387;62767
2979592;13055
2978238;38423
2975292;54498
2991297;60439
3021911;62263
2982146;94065
2972684;60636
2968626;31584
2991199;67309
2979175;74242
3018257;59239
3026286;72071
3034343;90009
3038012;68004
3018946;57209
3032668;2B037
2986818;22176
2967494;59632
3026941;72058
2984136;67388
2996802;78354
3031537;2B042
11919755;13055
2975485;29274
2985163;74218
2989094;59452
3036256;33019
2974519;13107
3028838;33090
2999126;76709
3007443;13055
2990957;77330
2980052;42222
3031090;71047
2977365;03254
2986191;38318
3029090;2B050
3012848;66088
3010201;58059
3016332;21292
2981878;73222
2996764;95355
2986066;22251
2981579;33376
3021663;59170
3002534;44135
3018545;87065
2984741;56186
2990364;57508
3034521;59052
2990680;76462
2996251;25367
2979941;17333
3000072;33240
2972979;56251
3018453;51250
3021264;35095
3034802;10033
2991128;49223
2972633;74278
2977308;45298
2994494;95388
2981879;31467
3026262;29026
11919783;13055
2969401;65460
3016726;64230
3027351;78133
3024137;35085
3026306;35068
3013155;68145
2972467;89418
3015292;25284
3018739;59227
3014224;62397
3015546;46127
2986385;54430
3033698;30034
3037018;36006
3032279;62139
3009050;59268
3003661;44084
2977948;55463
2993889;30169
3020358;19073
11919714;13055
3006387;23176
2977103;91577
2994901;84072
2989837;21464
2996397;13053
2977709;77430
3021128;17142
2982851;30221
3013766;44071
2978586;27562
2967108;33058
3016635;83064
2997262;12133
3020057;28140
3037818;69006
3020346;91207
3023606;31150
2998362;55291
11919780;13055
3026940;53054
2972605;38507
2986692;29178
2975785;91587
2980400;51507
2999260;33527
3024759;34077
2976444;64499
3026384;38087
3036054;43012
2993316;89263
3010040;44041
2967288;59663
2981073;34247
2981655;21540
2972058;83141
3011312;31248
3034582;56010
3036791;56003
2988848;27448
3030071;54099
3020886;62276
3033488;67028
2989852;79195
3007957;38269
2985968;11266
3035016;16028
3020887;14228
2995489;21390
2997681;80489
3038754;94001
2998639;63195
3007780;54300
2986696;56166
2991189;68226
2986111;10297
3031685;13055
2984135;67389
2987547;13073
3034458;33036
3022690;53084
2994768;74173
11919762;13055
2975143;21603
3010905;13016
3014067;62400
3002626;36159
3009086;50129
11919772;13055
3036711;57032
2986106;44130
2986335;17283
3012576;34120
3021524;62268
3005435;07349
3037489;69009
3010815;88075
2969111;44217
3004244;59340
3031835;53034
2970080;77316
2969058;91659
2989372;78466
3037095;33011
2971673;77475
3003074;69112
2980283;62746
2998998;25578
3004811;63069
3030440;56023
2968507;78672
2993092;85146
2976108;59553
3035139;29004
2971072;90099
3035033;73029
2979790;18213
3008198;59329
3028387;47052
2991743;69141
3017576;47100
3032496;64132
3022167;62261
3017902;77192
2973639;42304
2996986;37139
3009015;42103
3002443;13080
2971054;82186
2986708;29174
2978351;29254
2979984;69205
2995854;17219
3016073;34114
3032767;64125
2984677;77382
2976703;76655
2987722;59459
3038611;50002
3032275;54079
3033912;84016
3012234;78321
9609486;13055
3035092;66016
3015522;56066
3037954;87002
2993779;33284
2975181;65417
3027064;16078
3028742;06032
2988542;40217
2991877;40197
2986237;25463
2986757;35228
3014346;59276
2975340;61464
3033766;87011
3006170;17452
3004698;77100
3020736;67106
2974360;59571
